Day of week,Hrs,Mins,Stage,No.of waiting patients,Reason,Service time (secs)
1,21,47,2,45,1,2440
1,9,5,2,19,2,3437
2,21,51,2,30,4,1064
2,19,56,2,18,0,889
6,12,34,2,13,3,1483
0,17,57,2,39,2,3799
0,19,5,2,0,1,2748
0,15,46,3,6,4,76
0,14,42,2,45,4,1080
3,18,52,4,16,4,99
3,18,17,2,37,3,1442
3,20,38,4,1,4,86
6,20,4,3,20,4,76
2,10,15,2,46,2,4417
4,18,23,2,47,2,3518
3,21,53,4,13,3,97
5,11,46,4,9,4,109
0,11,11,2,26,4,1091
5,21,47,2,12,1,2917
5,20,36,2,7,3,1518
4,21,58,2,6,1,1982
5,19,9,3,34,4,61
5,18,56,2,29,2,3623
0,12,18,3,47,4,60
4,12,53,3,36,0,77
0,0,4,2,28,1,2273
5,18,58,2,18,3,1541
1,18,58,2,10,2,4248
0,21,0,2,1,3,1503
6,10,30,3,38,0,65
3,21,1,3,24,2,88
3,18,26,2,45,3,1741
1,20,4,2,34,0,812
4,20,7,4,5,4,79
5,10,53,2,31,3,1567
0,10,57,3,40,0,78
1,18,49,2,26,4,1079
0,17,25,4,14,1,87
0,21,15,2,27,3,1550
5,10,6,2,24,4,1069
0,11,43,4,16,0,82
3,12,15,2,46,4,1086
2,21,40,2,45,2,3653
0,0,3,2,44,0,1009
0,0,43,2,29,2,3335
0,14,15,3,39,2,51
2,21,48,4,22,2,113
2,18,20,2,34,0,886
1,20,34,4,43,2,62
6,21,0,2,11,1,2433
0,11,6,4,18,3,81
5,18,38,3,40,1,55
2,19,23,2,15,4,1066
6,17,18,2,32,2,3354
2,21,38,3,23,1,60
6,10,28,2,8,0,885
4,18,32,2,18,1,2261
0,0,45,2,45,3,1453
2,21,47,2,13,1,2855
5,18,29,2,12,2,3662
5,11,8,2,13,3,1555
1,19,54,2,17,1,2464
0,19,25,4,48,2,61
5,19,56,2,16,3,1524
3,18,49,3,18,2,54
0,18,21,2,45,4,1095
4,21,42,3,42,2,71
2,20,20,2,17,2,3915
2,21,21,2,16,0,900
2,18,6,2,39,2,3609
4,18,44,3,46,3,57
6,20,47,2,38,4,1063
4,20,20,4,18,1,99
3,21,4,2,30,1,2460
2,12,41,4,35,1,93
5,10,23,4,37,4,94
1,11,41,2,30,2,3709
2,21,47,2,22,1,2285
1,20,58,2,20,1,2638
5,19,22,2,41,2,3690
1,20,54,2,47,1,2404
3,21,13,2,40,1,1991
6,18,20,2,32,2,2727
2,20,24,2,13,1,2416
6,11,58,4,16,3,95
2,21,0,4,16,4,96
0,9,7,3,16,3,51
2,19,9,2,33,0,904
4,21,47,2,38,3,1524
6,11,10,2,6,2,3349
2,20,16,2,42,2,3362
6,0,19,4,47,2,109
3,9,29,2,33,2,3781
2,18,8,2,42,4,1072
3,10,16,2,21,1,2389
2,10,18,4,39,1,86
4,20,55,2,17,3,1504
0,11,38,2,34,3,1499
3,18,49,2,5,2,2844
2,21,15,2,26,2,3783
6,21,24,4,23,3,94
4,21,0,2,43,4,1061
1,19,4,2,39,2,2631
1,19,40,2,29,1,2338
3,18,14,2,8,2,4182
2,9,30,2,10,4,1085
2,18,34,3,33,3,75
0,14,16,2,36,4,1091
0,0,31,2,7,3,1572
4,19,6,2,26,1,2009
1,21,5,2,38,0,930
6,15,27,2,33,3,1513
1,19,54,2,29,3,1437
2,19,12,2,20,2,3326
1,9,59,2,42,2,3430
3,20,38,2,1,1,2400
2,21,11,4,39,1,105
0,12,46,4,43,4,83
1,11,28,2,30,1,2409
5,21,50,2,13,3,1565
5,21,53,2,7,0,888
4,12,55,2,10,2,3374
5,9,13,3,14,4,46
4,18,17,3,46,4,78
5,11,32,2,29,0,906
4,18,14,2,42,3,1369
6,21,44,2,18,3,1586
4,19,55,2,25,4,1075
0,19,39,2,45,4,1083
1,21,14,2,33,3,1372
0,0,34,3,14,4,48
4,21,1,2,21,0,886
5,20,56,2,30,0,913
3,9,38,2,4,4,1078
6,15,42,2,12,4,1093
4,20,20,2,14,0,899
1,20,3,2,13,2,3384
0,21,31,2,16,4,1084
0,12,59,2,13,4,1072
4,12,4,2,14,4,1077
3,19,16,2,44,0,898
6,21,35,2,17,2,3625
1,12,32,2,3,1,2402
1,19,29,2,29,3,1454
1,21,34,2,38,4,1251
2,20,26,2,27,4,1079
0,21,33,2,14,2,4160
2,21,39,2,22,2,3659
4,21,30,2,48,0,901
4,19,18,2,26,3,1455
4,21,29,3,30,4,41
6,14,37,4,13,4,87
1,21,2,3,13,3,52
4,19,33,3,20,2,66
0,0,34,4,13,2,94
2,19,55,2,48,4,1347
5,20,23,3,15,1,41
6,15,10,2,40,0,883
2,18,35,3,47,1,79
6,9,8,2,18,0,623
3,20,45,2,27,4,1079
0,17,26,2,38,2,3802
1,10,35,2,42,2,3662
5,18,12,4,42,0,106
3,21,4,3,44,3,48
4,18,38,3,29,3,70
5,9,4,2,16,3,1479
1,12,15,2,22,0,886
0,11,49,4,47,0,78
5,18,43,2,17,0,882
2,21,9,2,46,0,889
5,11,20,4,24,2,99
1,12,0,4,8,1,85
2,21,22,2,25,3,1558
6,20,13,4,5,0,99
3,12,58,2,16,1,2380
5,10,41,2,11,0,888
0,9,22,2,9,4,1063
2,12,52,2,34,1,2289
1,18,5,2,11,3,1563
6,16,54,2,36,4,1081
5,19,51,2,44,3,1576
1,10,28,3,42,4,44
6,0,49,3,11,2,46
5,19,47,3,28,4,51
3,10,26,2,44,1,2432
0,0,42,2,11,0,887
0,11,19,3,28,0,52
3,11,23,2,13,0,914
5,18,35,2,6,2,4436
2,19,49,2,39,0,918
0,14,39,2,6,3,1446
0,14,50,4,46,1,66
6,21,16,3,45,4,69
0,20,30,2,20,2,3609
5,11,40,2,8,3,1513
0,17,50,2,1,3,1493
2,18,12,3,21,3,77
3,20,37,2,37,3,1421
0,20,47,2,10,3,1679
0,17,30,2,43,2,3725
4,11,33,2,9,1,2406
5,11,52,2,5,3,1423
3,19,52,2,45,0,916
0,18,44,2,16,3,1856
2,10,56,2,39,1,2379
4,19,9,3,21,4,79
5,18,44,2,32,2,3695
5,19,36,4,39,3,71
1,20,33,2,33,1,2345
3,19,1,2,5,2,3302
2,18,21,2,25,3,1516
4,12,55,2,33,2,3692
6,0,21,4,39,0,98
0,20,45,2,47,1,2411
6,17,44,2,9,2,3387
0,0,41,3,35,2,51
6,10,20,2,41,2,3471
1,20,13,2,35,2,4633
6,21,34,2,2,4,1084
2,18,20,2,32,0,887
6,16,58,2,17,4,1083
3,18,52,2,36,4,1061
6,10,36,2,43,2,4045
2,20,58,2,22,3,1569
2,19,45,3,5,3,64
0,0,23,2,6,2,3768
6,0,15,2,39,2,3371
6,0,21,2,10,0,765
5,19,28,2,13,0,962
3,18,56,2,39,1,2431
1,12,2,2,47,0,891
3,20,37,2,22,0,886
0,0,4,2,49,2,3741
4,20,59,2,3,0,1133
0,16,50,3,32,3,53
6,14,47,2,30,1,2410
0,12,29,2,32,1,2306
3,18,11,4,46,4,95
2,11,46,2,42,1,2655
6,0,5,2,19,0,910
2,18,29,2,25,1,2477
1,18,19,2,14,4,1099
0,14,45,2,18,4,1086
6,0,11,3,22,3,42
6,14,39,2,11,3,1574
1,19,43,2,19,4,1024
0,21,37,4,44,0,95
3,19,24,3,40,0,56
5,21,2,2,9,2,3412
1,21,40,2,46,1,2666
5,20,45,2,48,2,3743
6,11,49,2,8,3,1441
2,10,35,4,12,2,66
2,21,16,4,5,0,68
6,12,0,2,17,2,2749
0,11,7,2,18,1,2304
1,19,34,2,41,2,4463
2,21,27,2,26,2,3673
5,9,14,2,11,3,1456
1,11,18,2,36,2,3819
6,9,27,2,46,3,1520
5,20,37,2,9,4,1082
3,19,28,2,41,3,1579
3,18,41,2,4,0,907
6,18,42,2,19,1,2617
5,20,51,2,31,4,1079
1,19,40,2,49,3,1422
2,19,29,2,14,1,2324
6,20,34,2,39,0,1162
0,0,40,2,24,3,1682
3,21,18,2,34,2,3992
5,21,44,2,31,3,1499
5,12,14,2,5,0,1138
3,18,38,2,46,1,2262
6,12,16,2,7,3,1441
1,12,27,4,45,1,103
6,18,46,3,12,2,75
0,11,14,2,20,3,1108
2,19,44,3,21,0,76
3,20,31,3,14,4,67
0,14,28,2,30,4,1077
3,20,25,3,38,0,77
3,20,4,2,48,2,4013
3,19,57,2,48,1,2384
0,15,6,2,32,4,1088
5,20,22,2,48,1,1996
0,15,32,2,36,1,2306
1,20,19,2,39,2,3393
1,18,24,3,39,0,45
5,9,48,2,49,3,1468
1,19,22,3,35,2,60
2,18,23,2,42,3,1443
0,14,15,2,7,2,3393
3,20,9,4,38,4,79
0,9,44,4,49,2,92
3,18,7,2,34,2,3777
6,15,57,2,33,4,1078
6,20,17,2,47,4,952
6,21,51,3,26,4,52
6,9,0,2,21,2,4628
5,9,52,2,27,3,1504
3,21,14,2,17,4,1075
4,18,59,3,18,4,68
2,20,11,2,11,3,1577
5,21,35,2,43,0,912
0,16,2,4,36,4,115
6,20,43,2,18,4,1081
3,11,20,3,10,4,66
5,9,40,3,15,1,55
1,18,23,2,44,3,1420
5,18,54,2,3,1,2683
3,20,9,2,9,4,1097
5,10,32,3,16,3,57
5,12,50,2,39,0,898
4,9,8,3,22,1,69
5,19,19,2,15,1,2418
5,21,59,2,18,2,3478
1,20,50,4,49,0,99
1,11,9,4,49,4,92
6,20,6,3,49,0,45
2,18,15,2,21,3,1522
0,9,9,4,14,3,93
0,14,25,2,32,2,3363
1,20,54,2,1,4,1083
5,19,35,3,28,3,72
3,9,6,2,25,0,885
0,17,6,2,0,0,1206
3,9,57,2,38,4,1371
6,20,53,2,41,3,1546
5,10,54,2,42,0,897
0,0,12,4,1,2,75
1,21,45,2,3,0,789
0,0,9,2,21,1,2704
4,10,35,2,20,1,2441
6,9,1,2,1,2,3517
2,10,5,3,36,3,67
6,18,37,2,45,3,1551
5,18,57,2,26,2,3482
3,19,0,2,48,4,1172
2,12,59,2,14,1,2479
0,19,10,2,20,0,1186
4,18,55,2,32,0,889
1,9,36,2,29,1,2439
1,21,40,2,6,0,650
2,21,11,4,1,2,107
4,21,10,2,22,4,1079
1,12,27,4,36,3,88
4,20,36,2,49,4,1073
6,20,10,2,40,2,3489
5,18,47,2,9,2,2808
4,20,5,2,18,3,1436
6,9,38,2,15,3,1467
5,12,52,2,26,1,2694
3,10,29,2,23,0,690
3,18,56,2,3,2,3736
2,18,1,2,46,3,1424
2,21,37,4,19,3,81
3,9,10,2,22,3,1546
2,18,7,2,30,3,1155
3,20,28,2,37,3,1461
2,21,47,3,0,4,71
3,21,54,2,43,4,1080
2,18,43,3,25,2,61
0,14,56,2,32,2,3659
4,20,41,3,19,1,57
1,9,32,2,32,0,880
5,10,40,2,16,3,1712
6,17,54,2,18,0,905
3,21,38,3,16,0,59
1,11,9,2,0,3,1547
6,21,29,4,18,0,83
1,18,35,3,31,2,71
5,20,33,2,44,3,1468
2,10,50,2,48,2,3790
6,12,23,2,32,1,2473
1,20,7,3,2,1,70
5,20,25,2,49,3,1439
3,19,24,2,36,3,1531
6,16,47,2,18,0,903
3,20,14,2,48,0,912
2,20,42,2,34,4,1231
5,18,44,2,30,4,1099
0,11,49,2,45,0,1106
4,21,13,2,42,4,1088
1,12,18,3,39,4,53
4,9,4,4,38,1,85
3,19,11,4,40,3,115
1,19,18,2,13,0,893
2,19,5,2,29,4,1198
0,17,11,3,45,3,52
5,18,49,2,14,0,906
2,20,40,4,7,3,94
4,21,27,2,44,4,880
0,10,37,2,19,0,894
6,20,46,2,49,2,4034
0,0,35,2,0,1,1986
5,20,52,4,33,2,85
4,18,43,2,39,3,1454
3,19,50,4,48,3,63
0,0,3,2,24,2,4525
6,20,40,3,29,2,77
2,20,19,4,7,1,81
1,21,25,2,15,4,909
2,18,46,2,9,2,4246
0,10,6,3,13,2,68
1,12,53,4,19,0,115
1,11,36,4,26,4,115
6,18,20,2,29,3,1528
3,20,49,2,7,1,2178
6,20,47,2,42,1,2837
1,21,35,2,32,4,1090
0,14,54,2,36,2,3089
1,20,59,2,41,1,2400
1,18,44,4,8,1,72
5,21,17,2,32,4,1271
3,19,46,2,6,1,2459
6,20,56,2,7,4,1159
4,18,2,2,45,3,1453
2,11,0,2,19,2,2838
1,21,35,2,15,0,914
1,11,7,2,4,0,914
5,18,59,3,39,0,63
4,18,19,2,11,0,904
2,19,27,2,28,3,1442
0,14,26,2,2,2,3521
6,20,30,2,48,2,3602
6,15,54,2,5,2,3367
5,19,49,2,12,0,708
1,19,11,3,39,4,59
6,19,10,2,1,0,898
0,10,8,2,29,1,2294
5,18,51,2,34,2,3597
3,21,20,4,30,2,89
5,18,7,3,40,2,79
4,21,26,3,10,4,65
4,18,58,2,43,3,1436
1,19,33,2,4,1,2338
2,10,36,3,33,2,77
3,21,44,3,5,0,58
5,12,43,3,5,2,53
3,18,7,2,47,2,3724
1,21,7,2,19,2,3674
2,9,36,2,40,3,1239
4,19,22,2,3,2,3591
3,19,34,2,9,1,2441
1,19,23,2,4,4,1060
6,21,34,2,16,0,908
5,20,51,2,16,2,3493
6,15,45,4,20,2,83
3,21,29,2,27,1,2353
0,15,24,2,13,1,2782
4,19,41,2,47,4,1094
5,19,23,2,25,3,1460
1,20,28,3,10,2,78
3,19,4,2,10,0,1002
6,0,21,2,13,3,1576
1,21,41,2,43,3,1504
1,19,45,2,32,0,903
5,19,22,4,47,3,86
3,21,6,4,23,2,100
3,18,45,2,3,3,1554
1,19,22,4,31,1,94
6,16,6,2,22,0,895
6,14,54,2,30,2,3453
2,18,45,2,35,1,2618
4,21,13,2,35,1,2473
1,12,53,2,23,2,3529
3,18,55,4,6,4,110
5,21,34,4,42,0,95
3,10,9,2,25,1,2308
4,20,53,2,35,3,1533
4,19,48,2,28,3,1514
4,21,4,2,32,0,683
1,19,14,2,45,2,4591
6,17,37,4,40,2,84
3,20,21,3,26,1,44
5,18,4,3,26,3,55
4,20,7,2,21,0,900
3,18,22,3,30,4,71
6,0,20,2,40,2,2587
4,19,5,2,8,2,3390
6,0,19,2,22,0,896
1,18,43,2,17,4,1086
4,19,32,3,7,0,72
2,19,8,2,32,3,1460
3,20,50,4,49,2,80
4,9,32,3,21,2,70
3,20,45,4,18,1,109
6,11,24,2,46,0,894
3,9,2,3,8,2,76
0,21,47,2,30,4,1092
6,0,55,2,48,0,640
1,10,11,2,36,3,1506
2,12,26,2,21,0,557
4,19,7,4,15,0,103
6,16,0,4,9,1,90
0,11,48,2,41,3,1779
1,18,45,2,25,0,908
2,18,50,2,19,2,3333
6,18,42,4,44,3,80
5,19,57,2,46,0,883
1,18,12,2,10,0,889
5,18,30,2,1,3,1499
6,10,4,4,49,2,100
6,19,23,2,12,2,2590
3,19,5,2,27,3,1530
1,21,15,2,11,4,1074
6,0,55,2,15,3,1562
0,15,59,2,43,1,2441
0,11,46,3,35,3,75
1,19,57,2,2,1,2338
3,18,42,2,37,0,912
4,18,42,3,48,4,64
5,18,52,3,9,3,46
5,12,35,2,0,4,1061
4,21,33,2,44,4,1081
6,21,41,2,39,1,2755
6,0,10,2,36,3,1491
0,18,38,4,6,1,96
1,21,6,3,23,0,86
6,21,35,2,40,3,1726
2,20,21,2,47,2,3393
2,21,55,2,3,3,1557
0,9,11,2,27,3,1509
4,21,27,2,31,3,1508
1,21,0,2,0,1,2562
0,14,39,2,38,2,2487
1,20,15,2,16,3,1159
0,15,10,3,19,2,55
1,19,48,2,25,4,1079
0,18,24,2,16,4,1075
3,20,49,2,37,4,1070
0,9,33,2,18,2,3318
1,18,4,3,3,1,85
2,18,32,3,11,1,73
6,20,45,3,35,0,64
3,21,14,4,36,3,86
4,19,23,2,23,1,2513
1,20,58,4,24,1,89
2,19,23,2,27,2,3464
5,21,58,2,15,2,3303
0,0,37,2,28,1,2428
5,21,57,2,5,4,1077
1,19,0,2,29,3,1145
2,19,43,2,5,2,3356
3,20,45,4,29,4,94
0,21,15,4,22,4,97
6,9,39,2,17,4,1089
0,19,1,2,20,1,2295
2,12,45,2,35,2,3130
3,11,20,2,18,4,1079
5,18,50,2,28,1,2475
6,19,50,2,27,2,3532
1,19,42,4,38,1,89
0,20,5,2,32,0,912
5,20,14,2,41,3,1497
6,17,12,2,6,2,3794
1,21,6,4,41,2,97
3,18,57,2,19,2,4604
3,19,38,4,26,3,99
5,21,0,2,37,3,1493
1,19,17,2,36,4,1087
0,18,0,2,32,0,904
1,12,9,2,34,2,3410
3,19,29,4,13,4,90
1,20,32,3,13,1,73
6,14,19,3,30,1,66
2,19,53,3,23,1,88
6,18,34,2,31,3,1555
6,12,11,2,1,2,2453
2,20,51,2,21,1,2292
5,18,4,3,14,1,74
6,16,37,2,44,4,1098
6,17,54,2,13,1,2419
4,20,7,3,29,0,72
0,17,27,2,26,0,883
3,21,27,2,38,3,1552
5,19,36,2,31,4,1083
5,9,26,2,43,3,1088
0,17,17,2,26,4,1086
5,21,45,2,34,3,1541
4,19,12,2,0,4,1065
3,19,22,2,39,2,3348
0,17,49,4,20,0,85
6,11,42,3,30,0,44
4,19,42,4,12,4,80
0,15,38,3,6,3,63
5,20,31,2,26,2,3356
3,11,24,2,43,1,2396
1,9,43,2,25,4,1092
6,17,44,3,0,4,40
3,19,11,2,49,3,1579
4,9,7,2,6,1,2018
2,19,13,2,24,2,2534
1,20,56,2,4,3,1439
1,19,3,3,2,1,41
1,21,10,4,5,2,100
1,19,8,2,47,1,2354
5,20,18,4,6,2,92
0,15,15,2,33,2,3311
5,19,42,2,23,0,880
1,12,42,2,33,0,1088
5,20,20,2,23,1,2463
1,20,56,2,41,3,1487
2,19,58,3,23,4,56
0,20,20,2,37,3,1805
1,19,8,2,37,2,3154
2,19,12,4,23,1,78
3,20,37,2,35,4,1086
3,21,3,2,20,3,1714
4,18,38,2,20,4,983
3,18,41,2,12,4,1082
1,18,21,2,38,3,1577
0,12,24,2,44,3,1425
3,12,6,3,30,2,52
0,10,44,2,8,0,887
4,18,17,3,35,4,87
1,20,33,3,0,0,44
1,19,57,2,24,2,3711
0,12,17,2,4,2,4209
4,18,4,2,49,4,950
2,10,42,3,17,0,58
5,11,19,3,16,3,63
0,18,46,2,3,1,2839
4,21,52,4,25,1,82
6,15,54,4,9,0,87
6,0,10,2,4,3,1553
2,11,55,4,29,1,94
4,20,40,2,16,3,1529
3,20,55,2,37,1,2037
6,0,32,2,4,1,2398
4,21,5,4,34,2,95
2,12,2,2,11,3,1714
6,12,14,2,19,0,914
0,9,4,2,33,4,1060
5,21,40,2,13,3,1453
5,20,21,2,49,0,898
0,17,13,2,24,4,1077
6,20,40,4,47,0,85
3,19,13,4,44,3,86
0,17,9,2,14,2,3344
6,11,55,2,39,2,3633
0,19,10,3,34,2,64
0,20,36,2,37,3,1455
4,11,39,4,39,1,83
4,10,18,2,10,2,3520
0,0,29,2,39,1,2369
4,19,29,3,30,2,59
6,0,15,2,46,1,2298
1,21,35,4,9,0,80
2,9,56,4,23,0,82
2,19,4,2,19,2,3608
2,18,33,2,32,1,2323
2,12,13,2,26,3,1420
0,9,33,2,27,3,1499
0,14,57,2,6,4,1062
4,12,45,2,2,1,2290
2,10,27,2,45,0,858
4,18,37,4,38,1,88
4,20,30,2,47,3,1447
5,12,29,2,43,2,3277
3,18,12,2,38,1,2392
3,20,2,2,35,0,1038
2,19,12,2,19,4,1085
3,19,3,2,35,3,1576
6,9,24,2,13,4,1077
2,18,0,2,33,2,3746
6,16,7,4,43,1,107
0,17,8,2,16,1,2358
4,9,27,2,21,2,3627
2,19,29,2,1,0,917
5,21,23,2,39,2,3758
3,12,36,2,0,0,667
1,11,59,2,17,2,3590
0,0,48,2,27,0,892
2,21,45,2,25,0,869
1,10,14,3,47,4,50
5,21,1,2,27,1,2356
0,17,25,2,20,2,3577
1,10,39,2,44,4,1094
3,11,6,2,29,0,918
5,18,42,3,33,1,73
4,21,30,2,26,2,3554
4,12,26,2,7,0,907
1,18,50,2,16,2,3454
4,18,54,2,4,3,1522
2,9,2,2,15,1,2409
6,14,44,3,36,2,76
6,21,37,2,6,3,1205
1,18,26,2,48,0,882
0,14,57,4,39,3,81
1,12,15,4,7,1,83
1,18,28,2,1,1,2268
5,19,29,2,27,1,2321
5,18,31,2,20,1,2339
3,19,8,2,39,3,1541
3,21,20,3,15,1,46
6,10,14,2,34,4,1063
2,21,44,3,12,1,88
3,19,7,2,26,2,3658
2,20,37,4,45,0,93
2,12,22,2,14,1,2628
4,19,11,2,3,1,2068
5,12,20,4,30,0,96
5,19,16,2,24,0,683
6,17,35,2,28,2,3729
3,19,21,3,2,2,61
2,21,29,3,11,3,61
1,19,10,2,13,3,1138
4,9,34,2,11,0,903
1,12,45,2,39,3,1573
2,11,27,2,7,4,1067
5,19,33,2,15,3,1427
0,0,22,3,6,4,74
5,11,47,2,47,0,915
0,0,45,2,35,4,1087
3,11,46,2,31,0,886
5,18,18,2,35,2,3690
1,21,3,2,24,3,1570
6,0,20,2,13,0,1159
4,9,21,2,15,1,2696
5,11,19,2,37,0,724
6,0,46,2,39,3,1481
6,15,34,4,2,3,88
4,18,36,2,15,4,1084
3,19,45,2,44,4,878
5,12,23,2,13,3,1368
5,20,52,3,11,4,78
6,9,0,2,47,3,1543
6,16,31,2,14,4,1068
4,21,25,2,1,0,890
2,19,37,4,14,4,91
2,18,5,2,7,1,2300
4,21,16,2,24,0,894
0,10,46,4,9,3,104
0,19,45,2,35,0,1115
2,18,50,4,3,3,90
0,21,18,4,24,0,91
1,12,13,3,31,4,66
5,20,35,2,18,4,968
2,21,0,2,41,4,1201
6,20,43,2,47,4,1282
0,15,32,2,5,0,899
6,11,23,2,5,4,979
2,21,50,4,41,1,88
2,20,42,2,32,0,919
6,14,33,2,46,4,1082
2,18,48,4,37,3,83
0,21,40,2,0,2,4712
5,20,38,2,25,2,3600
1,18,11,2,40,4,1097
0,20,42,2,41,4,1338
4,19,38,2,44,1,2263
2,19,6,3,26,1,60
0,15,7,2,29,1,2297
3,20,3,2,19,0,892
2,18,9,3,35,1,63
2,21,56,2,0,0,882
2,20,11,2,10,0,890
5,21,20,2,27,1,2336
0,0,1,2,30,1,2622
5,18,13,3,25,3,62
1,19,51,3,13,3,44
6,15,20,2,38,0,911
0,16,28,2,19,4,1229
0,14,45,2,32,0,969
5,10,4,2,35,4,1086
6,0,15,2,2,2,3717
0,9,49,2,13,1,2478
0,21,11,2,28,0,813
0,18,34,3,7,4,50
0,12,0,4,15,1,94
5,21,31,3,34,2,62
5,12,39,3,10,4,84
0,20,26,2,37,4,878
4,19,29,2,17,3,1179
5,20,45,2,14,1,2436
2,19,18,3,33,3,84
4,21,0,2,21,0,880
4,18,25,4,43,2,61
4,18,38,2,3,4,1071
0,0,40,2,22,3,1527
3,21,4,3,38,3,72
4,18,13,2,9,1,2460
3,19,57,2,14,2,3544
3,11,41,4,2,3,66
0,0,30,4,47,0,94
2,20,30,2,12,0,892
4,21,20,2,35,4,1292
4,10,15,4,29,0,91
1,20,59,4,4,4,84
6,16,18,2,6,2,3547
4,19,52,2,36,2,4448
0,17,59,2,35,3,1530
4,21,25,2,15,2,3474
6,18,38,2,25,4,1077
4,10,10,4,40,1,106
6,18,21,2,24,4,1078
3,20,48,3,25,3,52
4,20,39,3,26,1,43
0,10,48,4,37,4,96
3,18,42,2,15,3,1526
4,19,5,3,28,4,79
0,16,8,2,22,0,884
6,21,8,4,39,1,82
1,10,3,4,24,3,80
1,9,57,2,44,0,826
4,12,5,2,27,1,2296
5,19,43,4,47,2,116
3,19,4,2,36,0,902
0,17,29,3,40,3,56
5,18,42,2,47,4,1091
5,21,55,4,9,4,86
5,11,24,3,20,3,83
1,20,0,4,27,2,80
2,20,32,2,33,3,1545
4,18,6,2,11,3,1471
0,9,51,2,22,3,1844
3,12,46,2,12,4,1089
4,20,38,4,41,4,88
3,21,43,3,2,2,58
4,12,2,2,23,4,1098
4,9,24,2,6,4,938
1,21,54,2,30,2,3596
4,10,5,3,46,2,48
1,21,57,2,25,2,3511
6,10,16,3,17,4,85
0,11,21,2,43,1,2310
6,0,31,2,42,2,3526
4,19,46,2,9,0,969
5,12,47,3,16,2,40
0,0,39,3,1,2,80
6,0,49,2,48,3,1663
0,17,20,2,46,3,1456
0,20,44,2,23,0,612
6,9,57,2,28,2,3471
2,10,35,2,21,1,2655
1,19,23,2,22,1,1996
4,12,27,3,48,4,73
3,20,7,2,27,0,885
0,14,50,4,29,0,89
2,11,18,2,4,1,2349
4,20,16,2,3,3,1447
4,19,31,2,21,1,2302
4,19,9,2,40,4,1066
1,18,32,4,11,2,83
0,16,16,2,33,0,905
1,18,2,4,15,0,97
0,19,53,2,3,3,1483
1,21,36,2,25,3,1607
3,21,19,2,4,3,1140
4,20,11,2,22,1,2262
3,21,25,3,35,4,65
3,19,25,2,35,0,916
3,21,12,2,2,3,1370
3,19,4,4,20,4,114
6,9,47,4,17,0,81
2,20,24,2,1,1,2383
4,18,10,4,46,1,64
1,20,35,4,16,1,84
1,18,35,2,27,3,1487
3,9,42,2,24,3,1567
5,9,37,3,13,1,50
1,19,40,4,16,1,102
6,10,10,4,49,3,83
5,21,57,2,10,2,4248
6,15,33,3,44,1,87
6,11,2,3,1,3,59
4,21,20,4,37,3,110
1,19,20,2,13,4,1068
6,11,37,2,11,0,917
4,20,50,3,18,3,42
1,19,59,2,12,4,1081
5,11,36,2,20,0,880
5,20,14,2,38,4,1099
2,20,21,2,15,0,912
4,12,56,2,43,3,1468
4,9,3,2,26,2,3428
1,21,7,2,32,3,1435
2,10,8,3,0,0,77
5,21,0,2,36,4,1095
0,0,4,4,46,4,115
0,0,52,4,28,0,96
3,19,43,2,42,4,1064
6,18,28,2,13,2,3495
2,20,35,3,23,1,83
0,14,42,3,24,2,87
0,0,35,2,41,3,1427
0,0,48,2,44,4,1063
2,20,40,2,27,1,2209
4,11,41,2,38,4,1098
4,12,48,2,19,1,2271
5,10,51,4,21,4,85
2,19,55,2,27,1,2318
0,0,48,4,17,4,94
2,19,7,3,39,3,67
6,9,2,2,27,1,2347
3,19,30,4,41,3,81
0,14,16,2,26,3,1525
1,11,36,4,36,0,98
6,9,47,3,17,3,71
3,19,15,2,24,1,2289
6,19,44,4,44,1,82
0,18,13,2,40,1,2402
4,12,0,3,16,4,61
0,0,57,2,38,0,886
4,21,26,3,35,4,67
6,16,6,3,19,0,48
6,15,31,2,28,4,1089
0,12,33,3,24,3,89
6,17,10,4,2,1,95
3,12,51,2,31,2,3796
3,12,9,2,2,3,1861
3,11,3,2,33,1,2376
5,20,56,4,2,2,82
6,17,35,2,27,1,2305
4,19,17,3,5,1,44
1,9,7,2,38,1,2003
3,21,43,2,43,3,1474
1,18,55,2,12,2,3381
2,18,38,4,35,3,86
1,19,58,2,13,0,1039
3,19,35,2,12,0,919
6,20,5,3,24,0,76
4,10,58,2,5,3,1473
2,19,13,2,23,4,1073
5,19,27,2,44,4,1074
3,20,36,4,26,4,96
6,15,47,2,38,0,919
1,20,2,2,7,4,1184
4,18,35,3,23,1,42
1,12,5,3,26,0,63
6,16,17,2,42,1,2279
3,21,8,2,5,3,1456
3,19,36,2,34,1,2291
2,11,52,2,27,0,908
6,16,33,4,24,3,82
2,11,27,2,36,3,1774
3,20,1,2,9,1,2532
0,19,49,2,28,1,2477
5,21,58,2,31,3,1571
4,11,2,3,29,2,62
1,20,16,2,13,0,892
6,19,27,4,31,0,84
1,20,25,2,30,4,1074
6,19,7,2,19,0,896
1,19,10,4,38,3,90
1,19,4,2,9,4,1080
5,21,6,2,34,3,1235
4,20,41,2,25,0,878
0,15,33,4,35,3,65
0,10,58,4,43,4,83
5,20,8,2,24,3,1654
6,19,21,2,39,0,919
2,11,34,3,16,4,78
3,21,23,2,31,0,893
1,12,18,2,28,0,880
0,20,50,2,19,4,1091
